Metro,State,math_and_programming_jobs,median_metro_value,year,city_state,lat,lon
Danville,IL,190,44516.66667,2007,"Danville, IL",40.136234,-87.636466
Danville,IL,210,43825,2008,"Danville, IL",40.136234,-87.636466
Danville,IL,190,41429.16667,2009,"Danville, IL",40.136234,-87.636466
Danville,IL,150,41541.66667,2010,"Danville, IL",40.136234,-87.636466
Danville,IL,200,33487.5,2011,"Danville, IL",40.136234,-87.636466
Danville,IL,210,34829.16667,2012,"Danville, IL",40.136234,-87.636466
Danville,IL,200,38091.66667,2013,"Danville, IL",40.136234,-87.636466
Danville,IL,140,34954.16667,2014,"Danville, IL",40.136234,-87.636466
Danville,IL,290,35075,2015,"Danville, IL",40.136234,-87.636466
Danville,IL,280,36004.16667,2016,"Danville, IL",40.136234,-87.636466
Dayton,OH,10810,110520.8333,2005,"Dayton, OH",39.764189,-84.076154
Dayton,OH,10530,111197.5,2006,"Dayton, OH",39.764189,-84.076154
Dayton,OH,11610,109802.5,2007,"Dayton, OH",39.764189,-84.076154
Dayton,OH,12470,102494.1667,2008,"Dayton, OH",39.764189,-84.076154
Dayton,OH,12450,95872.5,2009,"Dayton, OH",39.764189,-84.076154
Dayton,OH,12690,93596.66667,2010,"Dayton, OH",39.764189,-84.076154
Dayton,OH,11920,87815.83333,2011,"Dayton, OH",39.764189,-84.076154
Dayton,OH,12420,85457.5,2012,"Dayton, OH",39.764189,-84.076154
Dayton,OH,11430,84575,2014,"Dayton, OH",39.764189,-84.076154
Dayton,OH,11420,85923.33333,2015,"Dayton, OH",39.764189,-84.076154
Dayton,OH,12020,88735,2016,"Dayton, OH",39.764189,-84.076154
Dayton,OH,8760,90878.33333,2000,"Dayton-Springfield, OH",39.92423,-83.80882
Dayton,OH,11050,105167.5,2004,"Dayton-Springfield, OH",39.92423,-83.80882
Dayton,OH,9910,93430,2001,"Dayton-Springfield, OH",39.92423,-83.80882
Dayton,OH,9270,97353.33333,2002,"Dayton-Springfield, OH",39.92423,-83.80882
Dayton,OH,10350,102521.6667,2003,"Dayton-Springfield, OH",39.92423,-83.80882
Deltona-Daytona Beach-Ormond Beach,FL,2060,306315,2005,"Deltona-Daytona Beach-Ormond Beach, FL",26.566366,-81.581989
Deltona-Daytona Beach-Ormond Beach,FL,1830,345009.1667,2006,"Deltona-Daytona Beach-Ormond Beach, FL",26.566366,-81.581989
Deltona-Daytona Beach-Ormond Beach,FL,1710,312260,2007,"Deltona-Daytona Beach-Ormond Beach, FL",26.566366,-81.581989
Deltona-Daytona Beach-Ormond Beach,FL,1750,262288.3333,2008,"Deltona-Daytona Beach-Ormond Beach, FL",26.566366,-81.581989
Deltona-Daytona Beach-Ormond Beach,FL,1600,219295,2009,"Deltona-Daytona Beach-Ormond Beach, FL",26.566366,-81.581989
Deltona-Daytona Beach-Ormond Beach,FL,1610,203802.5,2010,"Deltona-Daytona Beach-Ormond Beach, FL",26.566366,-81.581989
Deltona-Daytona Beach-Ormond Beach,FL,1580,186795,2011,"Deltona-Daytona Beach-Ormond Beach, FL",26.566366,-81.581989
Deltona-Daytona Beach-Ormond Beach,FL,1760,182165.1515,2012,"Deltona-Daytona Beach-Ormond Beach, FL",26.566366,-81.581989
Deltona-Daytona Beach-Ormond Beach,FL,1700,190006.0606,2013,"Deltona-Daytona Beach-Ormond Beach, FL",26.566366,-81.581989
Deltona-Daytona Beach-Ormond Beach,FL,1760,208941.6667,2014,"Deltona-Daytona Beach-Ormond Beach, FL",26.566366,-81.581989
Deltona-Daytona Beach-Ormond Beach,FL,2040,233618.1818,2015,"Deltona-Daytona Beach-Ormond Beach, FL",26.566366,-81.581989
Deltona-Daytona Beach-Ormond Beach,FL,2460,254833.3333,2016,"Deltona-Daytona Beach-Ormond Beach, FL",26.566366,-81.581989
Denver-Aurora-Lakewood,CO,63100,314865.7233,2015,"Denver-Aurora-Lakewood, CO",39.70471,-105.08137
Denver-Aurora-Lakewood,CO,66960,353603.4198,2016,"Denver-Aurora-Lakewood, CO",39.70471,-105.08137
Denver-Aurora-Lakewood,CO,53960,200099.8405,2000,"Denver, CO",39.744773,-105.115977
Denver-Aurora-Lakewood,CO,43580,237969.4577,2004,"Denver, CO",39.744773,-105.115977
Denver-Aurora-Lakewood,CO,44110,245506.1404,2005,"Denver-Aurora, CO",39.72943,-104.83192
Denver-Aurora-Lakewood,CO,47500,249849.3222,2006,"Denver-Aurora, CO",39.72943,-104.83192
Denver-Aurora-Lakewood,CO,50140,248891.3876,2007,"Denver-Aurora, CO",39.72943,-104.83192
Denver-Aurora-Lakewood,CO,53470,237469.2185,2008,"Denver-Aurora, CO",39.72943,-104.83192
Denver-Aurora-Lakewood,CO,54700,229780.6619,2009,"Denver-Aurora, CO",39.72943,-104.83192
Denver-Aurora-Lakewood,CO,54320,226720.8433,2010,"Denver-Aurora, CO",39.72943,-104.83192
Denver-Aurora-Lakewood,CO,54680,218331.9048,2011,"Denver-Aurora-Broomfield, CO",39.92054,-105.08665
Denver-Aurora-Lakewood,CO,56030,225653.1991,2012,"Denver-Aurora-Broomfield, CO",39.92054,-105.08665
Denver-Aurora-Lakewood,CO,58310,249263.9544,2013,"Denver-Aurora-Broomfield, CO",39.92054,-105.08665
Denver-Aurora-Lakewood,CO,61660,274420.6368,2014,"Denver-Aurora-Broomfield, CO",39.92054,-105.08665
Denver-Aurora-Lakewood,CO,49190,220895.4147,2001,"Denver, CO",39.744773,-105.115977
Denver-Aurora-Lakewood,CO,44630,229986.0048,2002,"Denver, CO",39.744773,-105.115977
Denver-Aurora-Lakewood,CO,44320,233104.9043,2003,"Denver, CO",39.744773,-105.115977
Des Moines-West Des Moines,IA,9680,118263.3333,2005,"Des Moines-West Des Moines, IA",41.590993,-93.615245
Des Moines-West Des Moines,IA,10950,123813.0556,2006,"Des Moines-West Des Moines, IA",41.590993,-93.615245
Des Moines-West Des Moines,IA,12070,126091.1111,2007,"Des Moines-West Des Moines, IA",41.590993,-93.615245
Des Moines-West Des Moines,IA,12720,124570,2008,"Des Moines-West Des Moines, IA",41.590993,-93.615245
Des Moines-West Des Moines,IA,12170,120322.7778,2009,"Des Moines-West Des Moines, IA",41.590993,-93.615245
Des Moines-West Des Moines,IA,11630,117288.0556,2010,"Des Moines-West Des Moines, IA",41.590993,-93.615245
Des Moines-West Des Moines,IA,11270,109988.6111,2011,"Des Moines-West Des Moines, IA",41.590993,-93.615245
Des Moines-West Des Moines,IA,11910,108636.3889,2012,"Des Moines-West Des Moines, IA",41.590993,-93.615245
Des Moines-West Des Moines,IA,12270,112833.3333,2013,"Des Moines-West Des Moines, IA",41.590993,-93.615245
Des Moines-West Des Moines,IA,13000,114608.3333,2014,"Des Moines-West Des Moines, IA",41.590993,-93.615245
Des Moines-West Des Moines,IA,11920,120915.3646,2015,"Des Moines-West Des Moines, IA",41.590993,-93.615245
Des Moines-West Des Moines,IA,13090,129517.1875,2016,"Des Moines-West Des Moines, IA",41.590993,-93.615245
Des Moines-West Des Moines,IA,8500,90041.66667,2000,"Des Moines, IA",41.672687,-93.572173
Des Moines-West Des Moines,IA,9430,112585,2004,"Des Moines, IA",41.672687,-93.572173
Des Moines-West Des Moines,IA,7900,94975.83333,2001,"Des Moines, IA",41.672687,-93.572173
Des Moines-West Des Moines,IA,7850,100125.5556,2002,"Des Moines, IA",41.672687,-93.572173
Des Moines-West Des Moines,IA,8990,106868.6111,2003,"Des Moines, IA",41.672687,-93.572173
Detroit-Warren-Dearborn,MI,47810,145947.4359,2000,"Detroit, MI",42.347021,-83.060184
Detroit-Warren-Dearborn,MI,51670,185114.1026,2004,"Detroit, MI",42.347021,-83.060184
Detroit-Warren-Dearborn,MI,20380,192005.1282,2005,"Detroit-Livonia-Dearborn, MI",42.32226,-83.17631
Detroit-Warren-Dearborn,MI,23740,188955.1282,2006,"Detroit-Livonia-Dearborn, MI",42.32226,-83.17631
Detroit-Warren-Dearborn,MI,22240,175282.0513,2007,"Detroit-Livonia-Dearborn, MI",42.32226,-83.17631
Detroit-Warren-Dearborn,MI,19880,145062.8205,2008,"Detroit-Livonia-Dearborn, MI",42.32226,-83.17631
Detroit-Warren-Dearborn,MI,16450,109812.1795,2009,"Detroit-Livonia-Dearborn, MI",42.32226,-83.17631
Detroit-Warren-Dearborn,MI,15580,101167.9487,2010,"Detroit-Livonia-Dearborn, MI",42.32226,-83.17631
Detroit-Warren-Dearborn,MI,16400,94050.64103,2011,"Detroit-Livonia-Dearborn, MI",42.32226,-83.17631
Detroit-Warren-Dearborn,MI,20060,95608.64198,2012,"Detroit-Livonia-Dearborn, MI",42.32226,-83.17631
Detroit-Warren-Dearborn,MI,21240,106081.0345,2013,"Detroit-Livonia-Dearborn, MI",42.32226,-83.17631
Detroit-Warren-Dearborn,MI,23460,102526.3158,2014,"Detroit-Livonia-Dearborn, MI",42.32226,-83.17631
Detroit-Warren-Dearborn,MI,21360,107997.0833,2015,"Detroit-Dearborn-Livonia, MI",42.36837,-83.35271
Detroit-Warren-Dearborn,MI,21400,117247.9167,2016,"Detroit-Dearborn-Livonia, MI",42.36837,-83.35271
Detroit-Warren-Dearborn,MI,44760,156155.7692,2001,"Detroit, MI",42.347021,-83.060184
Detroit-Warren-Dearborn,MI,45480,163928.8462,2002,"Detroit, MI",42.347021,-83.060184
Detroit-Warren-Dearborn,MI,40490,171257.0513,2003,"Detroit, MI",42.347021,-83.060184
Dubuque,IA,580,62637.5,2000,"Dubuque, IA",42.545412,-90.6963
Dubuque,IA,750,75566.66667,2004,"Dubuque, IA",42.545412,-90.6963
Dubuque,IA,720,78687.5,2005,"Dubuque, IA",42.545412,-90.6963
Dubuque,IA,740,80529.16667,2006,"Dubuque, IA",42.545412,-90.6963
Dubuque,IA,730,84129.16667,2007,"Dubuque, IA",42.545412,-90.6963
Dubuque,IA,510,83050,2008,"Dubuque, IA",42.545412,-90.6963
Dubuque,IA,600,83779.16667,2009,"Dubuque, IA",42.545412,-90.6963
Dubuque,IA,810,84262.5,2010,"Dubuque, IA",42.545412,-90.6963
Dubuque,IA,2050,83770.83333,2011,"Dubuque, IA",42.545412,-90.6963
Dubuque,IA,2240,84270.83333,2012,"Dubuque, IA",42.545412,-90.6963
Dubuque,IA,2040,83304.16667,2013,"Dubuque, IA",42.545412,-90.6963
Dubuque,IA,980,80116.66667,2014,"Dubuque, IA",42.545412,-90.6963
Dubuque,IA,1200,81795.83333,2015,"Dubuque, IA",42.545412,-90.6963
Dubuque,IA,1060,88087.5,2016,"Dubuque, IA",42.545412,-90.6963
Dubuque,IA,750,68591.66667,2001,"Dubuque, IA",42.545412,-90.6963
Dubuque,IA,700,72600,2002,"Dubuque, IA",42.545412,-90.6963
Dubuque,IA,680,73958.33333,2003,"Dubuque, IA",42.545412,-90.6963
Durham-Chapel Hill,NC,17820,176360.6061,2011,"Durham-Chapel Hill, NC",35.9132,-79.05584
Durham-Chapel Hill,NC,19060,174810.2273,2012,"Durham-Chapel Hill, NC",35.9132,-79.05584
Durham-Chapel Hill,NC,17790,181821.9697,2013,"Durham-Chapel Hill, NC",35.9132,-79.05584
Durham-Chapel Hill,NC,17770,191401.8939,2014,"Durham-Chapel Hill, NC",35.9132,-79.05584
Durham-Chapel Hill,NC,17070,202196.5909,2015,"Durham-Chapel Hill, NC",35.9132,-79.05584
Durham-Chapel Hill,NC,17370,220217.0455,2016,"Durham-Chapel Hill, NC",35.9132,-79.05584
Durham-Chapel Hill,NC,14770,169973.8636,2005,"Durham, NC",35.850295,-79.023205
Durham-Chapel Hill,NC,15350,177008.7121,2006,"Durham, NC",35.850295,-79.023205
Durham-Chapel Hill,NC,18860,181170.8333,2007,"Durham, NC",35.850295,-79.023205
Durham-Chapel Hill,NC,20470,182600.7576,2008,"Durham, NC",35.850295,-79.023205
Durham-Chapel Hill,NC,20390,185116.2879,2009,"Durham, NC",35.850295,-79.023205
Durham-Chapel Hill,NC,18760,184860.2273,2010,"Durham, NC",35.850295,-79.023205
Eau Claire,WI,1100,109750.9259,2004,"Eau Claire, WI",44.75653,-91.473097
Eau Claire,WI,1140,110570.3704,2005,"Eau Claire, WI",44.75653,-91.473097
Eau Claire,WI,1120,113559.2593,2006,"Eau Claire, WI",44.75653,-91.473097
Eau Claire,WI,1130,112337.037,2007,"Eau Claire, WI",44.75653,-91.473097
Eau Claire,WI,1140,111131.4815,2008,"Eau Claire, WI",44.75653,-91.473097
Eau Claire,WI,1510,108591.6667,2009,"Eau Claire, WI",44.75653,-91.473097
Eau Claire,WI,1570,108250.9259,2010,"Eau Claire, WI",44.75653,-91.473097
Eau Claire,WI,1670,104403.7037,2011,"Eau Claire, WI",44.75653,-91.473097
Eau Claire,WI,1350,106631.4815,2012,"Eau Claire, WI",44.75653,-91.473097
Eau Claire,WI,1600,110758.3333,2014,"Eau Claire, WI",44.75653,-91.473097
Eau Claire,WI,1820,114780.5556,2015,"Eau Claire, WI",44.75653,-91.473097
Eau Claire,WI,1370,121563.8889,2016,"Eau Claire, WI",44.75653,-91.473097
Eau Claire,WI,2010,97701.85185,2001,"Eau Claire, WI",44.75653,-91.473097
Eau Claire,WI,750,99978.7037,2002,"Eau Claire, WI",44.75653,-91.473097
Eau Claire,WI,1070,100980.5556,2003,"Eau Claire, WI",44.75653,-91.473097
El Paso,TX,2240,85440.55556,2000,"El Paso, TX",31.763608,-106.484592
El Paso,TX,2230,93534.16667,2004,"El Paso, TX",31.763608,-106.484592
El Paso,TX,2600,101043.6111,2005,"El Paso, TX",31.763608,-106.484592
El Paso,TX,3820,114635,2006,"El Paso, TX",31.763608,-106.484592
El Paso,TX,4260,127348.0556,2007,"El Paso, TX",31.763608,-106.484592
El Paso,TX,3750,125276.1111,2008,"El Paso, TX",31.763608,-106.484592
El Paso,TX,3410,122126.6667,2009,"El Paso, TX",31.763608,-106.484592
El Paso,TX,3650,122500.8333,2010,"El Paso, TX",31.763608,-106.484592
El Paso,TX,3320,120251.9444,2011,"El Paso, TX",31.763608,-106.484592
El Paso,TX,3750,119177.2222,2012,"El Paso, TX",31.763608,-106.484592
El Paso,TX,4320,119326.9444,2014,"El Paso, TX",31.763608,-106.484592
El Paso,TX,4440,119882.2222,2015,"El Paso, TX",31.763608,-106.484592
El Paso,TX,4320,121672.7778,2016,"El Paso, TX",31.763608,-106.484592
El Paso,TX,2600,83297.77778,2001,"El Paso, TX",31.763608,-106.484592
El Paso,TX,2190,82815.83333,2002,"El Paso, TX",31.763608,-106.484592
El Paso,TX,2270,86141.11111,2003,"El Paso, TX",31.763608,-106.484592
Elkhart-Goshen,IN,540,76204.7619,2000,"Elkhart-Goshen, IN",41.623463,-85.901962
Elkhart-Goshen,IN,950,94003.57143,2004,"Elkhart-Goshen, IN",41.623463,-85.901962
Elkhart-Goshen,IN,830,97398.80952,2005,"Elkhart-Goshen, IN",41.623463,-85.901962
Elkhart-Goshen,IN,790,103560.7143,2006,"Elkhart-Goshen, IN",41.623463,-85.901962
Elkhart-Goshen,IN,730,105438.0952,2007,"Elkhart-Goshen, IN",41.623463,-85.901962
Elkhart-Goshen,IN,740,102561.9048,2008,"Elkhart-Goshen, IN",41.623463,-85.901962
Elkhart-Goshen,IN,640,91246.42857,2009,"Elkhart-Goshen, IN",41.623463,-85.901962
Elkhart-Goshen,IN,640,90220.2381,2010,"Elkhart-Goshen, IN",41.623463,-85.901962
Elkhart-Goshen,IN,890,93141.66667,2011,"Elkhart-Goshen, IN",41.623463,-85.901962
Elkhart-Goshen,IN,960,93944.04762,2012,"Elkhart-Goshen, IN",41.623463,-85.901962
Elkhart-Goshen,IN,1170,86747.61905,2013,"Elkhart-Goshen, IN",41.623463,-85.901962
Elkhart-Goshen,IN,880,81075,2014,"Elkhart-Goshen, IN",41.623463,-85.901962
Elkhart-Goshen,IN,940,80295.2381,2015,"Elkhart-Goshen, IN",41.623463,-85.901962
Elkhart-Goshen,IN,1030,83909.52381,2016,"Elkhart-Goshen, IN",41.623463,-85.901962
Elkhart-Goshen,IN,650,82546.42857,2001,"Elkhart-Goshen, IN",41.623463,-85.901962
Elkhart-Goshen,IN,770,86969.04762,2002,"Elkhart-Goshen, IN",41.623463,-85.901962
Elkhart-Goshen,IN,910,90530.95238,2003,"Elkhart-Goshen, IN",41.623463,-85.901962
Erie,PA,970,128783.3333,2000,"Erie, PA",42.121293,-80.088919
Erie,PA,1480,141191.6667,2004,"Erie, PA",42.121293,-80.088919
Erie,PA,1460,151791.6667,2005,"Erie, PA",42.121293,-80.088919
Erie,PA,1630,156825,2006,"Erie, PA",42.121293,-80.088919
Erie,PA,1590,155800,2007,"Erie, PA",42.121293,-80.088919
Erie,PA,1650,154300,2008,"Erie, PA",42.121293,-80.088919
Erie,PA,1560,154658.3333,2009,"Erie, PA",42.121293,-80.088919
Erie,PA,1390,158558.3333,2010,"Erie, PA",42.121293,-80.088919
Erie,PA,1380,161975,2011,"Erie, PA",42.121293,-80.088919
Erie,PA,1110,162741.6667,2012,"Erie, PA",42.121293,-80.088919
Erie,PA,1200,168958.3333,2014,"Erie, PA",42.121293,-80.088919
Erie,PA,1540,173250,2015,"Erie, PA",42.121293,-80.088919
Erie,PA,1490,176300,2016,"Erie, PA",42.121293,-80.088919
Erie,PA,1200,131108.3333,2001,"Erie, PA",42.121293,-80.088919
Erie,PA,1380,131383.3333,2002,"Erie, PA",42.121293,-80.088919
Erie,PA,1400,136275,2003,"Erie, PA",42.121293,-80.088919
Eugene,OR,3090,250313.5417,2015,"Eugene, OR",44.067988,-123.080181
Eugene,OR,2650,271640.1042,2016,"Eugene, OR",44.067988,-123.080181
Eugene,OR,2030,145350.5208,2000,"Eugene-Springfield, OR",44.04624,-123.02203
Eugene,OR,2150,186979.1667,2004,"Eugene-Springfield, OR",44.04624,-123.02203
Eugene,OR,2140,221913.0208,2005,"Eugene-Springfield, OR",44.04624,-123.02203
Eugene,OR,2230,262773.4375,2006,"Eugene-Springfield, OR",44.04624,-123.02203
Eugene,OR,2510,271870.3125,2007,"Eugene-Springfield, OR",44.04624,-123.02203
Eugene,OR,3170,264657.2917,2008,"Eugene-Springfield, OR",44.04624,-123.02203
Eugene,OR,3020,247763.5417,2009,"Eugene-Springfield, OR",44.04624,-123.02203
Eugene,OR,3140,237736.4583,2010,"Eugene-Springfield, OR",44.04624,-123.02203
Eugene,OR,3310,215815.625,2011,"Eugene-Springfield, OR",44.04624,-123.02203
Eugene,OR,3380,210682.2917,2012,"Eugene-Springfield, OR",44.04624,-123.02203
Eugene,OR,3000,238647.3958,2014,"Eugene-Springfield, OR",44.04624,-123.02203
Eugene,OR,2030,150432.8125,2001,"Eugene-Springfield, OR",44.04624,-123.02203
Eugene,OR,1920,157902.0833,2002,"Eugene-Springfield, OR",44.04624,-123.02203
Eugene,OR,1860,167885.4167,2003,"Eugene-Springfield, OR",44.04624,-123.02203
Fayetteville-Springdale-Rogers,AR,1700,129741.6667,2000,"Fayetteville-Springdale-Rogers, AR",36.042826,-94.233876
Fayetteville-Springdale-Rogers,AR,3310,165625,2004,"Fayetteville-Springdale-Rogers, AR",36.042826,-94.233876
Fayetteville-Springdale-Rogers,AR,2980,136025,2001,"Fayetteville-Springdale-Rogers, AR",36.042826,-94.233876
Fayetteville-Springdale-Rogers,AR,3420,141775,2002,"Fayetteville-Springdale-Rogers, AR",36.042826,-94.233876
Fayetteville-Springdale-Rogers,AR,3710,154741.6667,2003,"Fayetteville-Springdale-Rogers, AR",36.042826,-94.233876
Flagstaff,AZ,640,287742.2222,2005,"Flagstaff, AZ",35.287661,-111.639303
Flagstaff,AZ,640,339651.6667,2006,"Flagstaff, AZ",35.287661,-111.639303
Flagstaff,AZ,660,331118.3333,2007,"Flagstaff, AZ",35.287661,-111.639303
Flagstaff,AZ,740,306520.5556,2008,"Flagstaff, AZ",35.287661,-111.639303
Flagstaff,AZ,730,273236.1111,2009,"Flagstaff, AZ",35.287661,-111.639303
Flagstaff,AZ,840,250872.7778,2010,"Flagstaff, AZ",35.287661,-111.639303
Flagstaff,AZ,700,229180,2011,"Flagstaff, AZ",35.287661,-111.639303
Flagstaff,AZ,680,226278.3333,2012,"Flagstaff, AZ",35.287661,-111.639303
Flagstaff,AZ,710,247712.7778,2013,"Flagstaff, AZ",35.287661,-111.639303
Flagstaff,AZ,770,266859.4444,2014,"Flagstaff, AZ",35.287661,-111.639303
Flagstaff,AZ,770,283013.8889,2015,"Flagstaff, AZ",35.287661,-111.639303
Flagstaff,AZ,950,301537.2222,2016,"Flagstaff, AZ",35.287661,-111.639303
Flint,MI,2490,38025,2015,"Flint, MI",42.965926,-83.780835
Flint,MI,2430,38500,2016,"Flint, MI",42.965926,-83.780835
Fort Collins,CO,5190,315511.3636,2015,"Fort Collins, CO",40.594597,-105.127416
Fort Collins,CO,5050,349937.8788,2016,"Fort Collins, CO",40.594597,-105.127416
Fort Collins,CO,3540,189521.7172,2000,"Fort Collins-Loveland, CO",40.615974,-105.069249
Fort Collins,CO,3470,232657.3232,2004,"Fort Collins-Loveland, CO",40.615974,-105.069249
Fort Collins,CO,3040,238490.9091,2005,"Fort Collins-Loveland, CO",40.615974,-105.069249
Fort Collins,CO,3020,241287.6263,2006,"Fort Collins-Loveland, CO",40.615974,-105.069249
Fort Collins,CO,3500,244030.5556,2007,"Fort Collins-Loveland, CO",40.615974,-105.069249
Fort Collins,CO,3600,241406.5657,2008,"Fort Collins-Loveland, CO",40.615974,-105.069249
Fort Collins,CO,3810,241292.1717,2009,"Fort Collins-Loveland, CO",40.615974,-105.069249
Fort Collins,CO,4150,242686.6162,2010,"Fort Collins-Loveland, CO",40.615974,-105.069249
Fort Collins,CO,4180,242080.5556,2011,"Fort Collins-Loveland, CO",40.615974,-105.069249
Fort Collins,CO,5100,248416.1616,2012,"Fort Collins-Loveland, CO",40.615974,-105.069249
Fort Collins,CO,5220,263386.6162,2013,"Fort Collins-Loveland, CO",40.615974,-105.069249
Fort Collins,CO,5590,284620.4545,2014,"Fort Collins-Loveland, CO",40.615974,-105.069249
Fort Collins,CO,3170,208862.3737,2001,"Fort Collins-Loveland, CO",40.615974,-105.069249
Fort Collins,CO,3510,222026.5152,2002,"Fort Collins-Loveland, CO",40.615974,-105.069249
Fort Collins,CO,3470,227369.9495,2003,"Fort Collins-Loveland, CO",40.615974,-105.069249
Fort Wayne,IN,3360,73782.18391,2000,"Fort Wayne, IN",41.130604,-85.12886
Fort Wayne,IN,3840,83890.22989,2004,"Fort Wayne, IN",41.130604,-85.12886
Fort Wayne,IN,3300,86796.55172,2005,"Fort Wayne, IN",41.130604,-85.12886
Fort Wayne,IN,3800,88222.70115,2006,"Fort Wayne, IN",41.130604,-85.12886
Fort Wayne,IN,4620,87835.34483,2007,"Fort Wayne, IN",41.130604,-85.12886
Fort Wayne,IN,4710,85291.37931,2008,"Fort Wayne, IN",41.130604,-85.12886
Fort Wayne,IN,4400,82938.50575,2009,"Fort Wayne, IN",41.130604,-85.12886
Fort Wayne,IN,4640,83176.72414,2010,"Fort Wayne, IN",41.130604,-85.12886
Fort Wayne,IN,4340,81202.01149,2011,"Fort Wayne, IN",41.130604,-85.12886
Fort Wayne,IN,4000,80257.75862,2012,"Fort Wayne, IN",41.130604,-85.12886
Fort Wayne,IN,3590,80970.11494,2013,"Fort Wayne, IN",41.130604,-85.12886
Fort Wayne,IN,3770,81808.62069,2014,"Fort Wayne, IN",41.130604,-85.12886
Fort Wayne,IN,3780,80957.47126,2015,"Fort Wayne, IN",41.130604,-85.12886
Fort Wayne,IN,4070,83483.62069,2016,"Fort Wayne, IN",41.130604,-85.12886
Fort Wayne,IN,3240,78187.06897,2001,"Fort Wayne, IN",41.130604,-85.12886
Fort Wayne,IN,3590,79777.29885,2002,"Fort Wayne, IN",41.130604,-85.12886
Fort Wayne,IN,3720,80806.89655,2003,"Fort Wayne, IN",41.130604,-85.12886
Fresno,CA,2080,93522.91667,2000,"Fresno, CA",36.862603,-119.734947
Fresno,CA,3040,195370.8333,2004,"Fresno, CA",36.862603,-119.734947
Fresno,CA,2820,253672.9167,2005,"Fresno, CA",36.862603,-119.734947
Fresno,CA,2620,278598.9583,2006,"Fresno, CA",36.862603,-119.734947
Fresno,CA,2840,252294.7917,2007,"Fresno, CA",36.862603,-119.734947
Fresno,CA,2680,197031.25,2008,"Fresno, CA",36.862603,-119.734947
Fresno,CA,2590,151441.6667,2009,"Fresno, CA",36.862603,-119.734947
Fresno,CA,2480,142159.375,2010,"Fresno, CA",36.862603,-119.734947
Fresno,CA,2540,129387.5,2011,"Fresno, CA",36.862603,-119.734947
Fresno,CA,2590,126093.75,2012,"Fresno, CA",36.862603,-119.734947
Fresno,CA,3050,145358.3333,2013,"Fresno, CA",36.862603,-119.734947
Fresno,CA,3390,163031.25,2014,"Fresno, CA",36.862603,-119.734947
Fresno,CA,3660,172378.125,2015,"Fresno, CA",36.862603,-119.734947
Fresno,CA,3660,184120.8333,2016,"Fresno, CA",36.862603,-119.734947
Fresno,CA,2460,102078.125,2001,"Fresno, CA",36.862603,-119.734947
Fresno,CA,2630,118653.125,2002,"Fresno, CA",36.862603,-119.734947
Fresno,CA,2520,150183.3333,2003,"Fresno, CA",36.862603,-119.734947
Gainesville,FL,2380,108026.6667,2000,"Gainesville, FL",29.648993,-82.324515
Gainesville,FL,2660,160450,2004,"Gainesville, FL",29.648993,-82.324515
Gainesville,FL,2640,194148.3333,2005,"Gainesville, FL",29.648993,-82.324515
Gainesville,FL,2220,224450,2006,"Gainesville, FL",29.648993,-82.324515
Gainesville,FL,2290,221103.3333,2007,"Gainesville, FL",29.648993,-82.324515
Gainesville,FL,2340,205591.6667,2008,"Gainesville, FL",29.648993,-82.324515
Gainesville,FL,2550,190588.3333,2009,"Gainesville, FL",29.648993,-82.324515
Gainesville,FL,2620,177123.3333,2010,"Gainesville, FL",29.648993,-82.324515
Gainesville,FL,2900,154231.6667,2011,"Gainesville, FL",29.648993,-82.324515
Gainesville,FL,2790,149420,2012,"Gainesville, FL",29.648993,-82.324515
Gainesville,FL,2800,147440,2013,"Gainesville, FL",29.648993,-82.324515
Gainesville,FL,2680,158653.3333,2014,"Gainesville, FL",29.648993,-82.324515
Gainesville,FL,3060,165570,2015,"Gainesville, FL",29.648993,-82.324515
Gainesville,FL,3280,180468.3333,2016,"Gainesville, FL",29.648993,-82.324515
Gainesville,FL,2380,115436.6667,2001,"Gainesville, FL",29.648993,-82.324515
Gainesville,FL,2530,124820,2002,"Gainesville, FL",29.648993,-82.324515
Gainesville,FL,2660,138973.3333,2003,"Gainesville, FL",29.648993,-82.324515
Glens Falls,NY,280,143829.1667,2004,"Glens Falls, NY",43.30952,-73.64401
Glens Falls,NY,280,170466.6667,2005,"Glens Falls, NY",43.30952,-73.64401
Glens Falls,NY,280,188016.6667,2006,"Glens Falls, NY",43.30952,-73.64401
Glens Falls,NY,300,196125,2007,"Glens Falls, NY",43.30952,-73.64401
Glens Falls,NY,580,187979.1667,2008,"Glens Falls, NY",43.30952,-73.64401
Glens Falls,NY,610,180058.3333,2009,"Glens Falls, NY",43.30952,-73.64401
Glens Falls,NY,570,177216.6667,2010,"Glens Falls, NY",43.30952,-73.64401
Glens Falls,NY,290,170404.1667,2011,"Glens Falls, NY",43.30952,-73.64401
Glens Falls,NY,340,172845.8333,2012,"Glens Falls, NY",43.30952,-73.64401
Glens Falls,NY,350,173508.3333,2013,"Glens Falls, NY",43.30952,-73.64401
Glens Falls,NY,440,175358.3333,2014,"Glens Falls, NY",43.30952,-73.64401
Glens Falls,NY,490,176287.5,2015,"Glens Falls, NY",43.30952,-73.64401
Glens Falls,NY,520,178950,2016,"Glens Falls, NY",43.30952,-73.64401
Glens Falls,NY,310,105120.8333,2001,"Glens Falls, NY",43.30952,-73.64401
Glens Falls,NY,360,112070.8333,2002,"Glens Falls, NY",43.30952,-73.64401
